#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
81029,248.24187635,-39.35141598,13.15,9.417,8.811,1.54,0.029,0.027
81041,248.27579606,-63.84179085,21.8,8.072,7.453,0.9,0.008,0.007
81044,248.29397995,-51.45517693,13.03,9.421,8.787,1.35,0.013,0.012
81071,248.3812947,-45.78805559,19.4,9.165,8.555,1.25,0.023,0.021
81176,248.70901874,-45.42952536,17.79,10.922,9.783,1.8,0.075,0.044
81181,248.72280783,-25.5778692,21.73,11.731,10.55,2.26,0.12,0.065
81193,248.76655156,-58.85256209,14.38,9.113,8.584,1.02,0.012,0.011
81197,248.77834519,-36.06095133,13.32,9.477,8.522,1.21,0.024,0.018
81262,248.96033468,-53.75648351,44.77,10.26,8.923,1.4,0.025,0.014
81269,248.98213194,-37.36293971,17.78,9.385,8.591,1.25,0.028,0.023
81335,249.17280816,-35.91637714,18.17,7.325,6.942,0.92,0.008,0.009
81353,249.21505199,-65.58686975,21.17,8.342,7.751,0.84,0.008,0.008
81371,249.2727486,-56.55584469,20.78,10.232,9.287,1.75,0.024,0.018
81385,249.3175135,-33.14750142,37.92,10.945,9.324,1.33,0.063,0.026
81407,249.40168767,-40.88712309,30.89,10.235,9.1,1.37,0.043,0.029
81424,249.44822806,-65.0464865,17.4,8.708,8.103,0.92,0.01,0.009
81467,249.58691049,-49.22583369,13.01,8.981,8.447,1.35,0.023,0.021
81469,249.5970276,-56.25859445,21.62,10.564,9.585,1.48,0.028,0.02
81478,249.62905677,-57.4698508,26.94,9.556,8.737,1.88,0.014,0.011
81498,249.69450017,-29.89230732,21.41,8.897,8.261,1.13,0.012,0.011
81520,249.76830429,-58.25750961,46.13,7.755,7.089,0.91,0.006,0.004
81533,249.8018801,-47.3099118,15.75,10.042,9.176,1.79,0.039,0.03
81592,249.94521205,-51.99410768,31.23,8.447,7.679,2.21,0.01,0.008
81603,249.97317458,-35.26057361,16.36,9.732,8.965,2.03,0.029,0.024
81650,250.18495232,-51.47857638,20.48,6.658,6.325,0.89,0.004,0.004
81657,250.21006109,-60.44626468,32.5,6.783,6.269,0.77,0.004,0.004
81713,250.36076082,-24.4023197,13.28,8.847,8.325,1.0,0.012,0.012
81719,250.38050902,-32.31849479,16.68,9.831,9.098,1.24,0.032,0.027
81746,250.45726854,-45.36849794,35.18,7.839,7.099,1.01,0.01,0.007
81749,250.4609627,-54.74929912,14.99,8.91,8.071,1.0,0.012,0.01
81767,250.53034874,-29.12475163,18.14,8.709,7.923,1.19,0.015,0.012
81819,250.69438518,-37.34228899,18.98,8.143,7.249,1.06,0.01,0.009
81896,250.92163552,-39.48504366,21.72,9.521,8.693,1.21,0.03,0.025
81910,250.96436285,-26.80869636,21.26,7.535,6.788,0.89,0.009,0.007
81935,251.06262988,-38.94348871,69.58,8.844,7.639,0.99,0.019,0.012
82088,251.52054329,-35.61369971,16.98,10.062,9.229,1.59,0.034,0.028
82201,251.90112029,-33.69953849,12.93,8.324,7.848,1.01,0.012,0.012
82211,251.93410475,-26.18687031,17.52,11.031,9.889,1.62,0.071,0.041
82272,252.15733455,-37.25169989,14.63,7.932,7.449,1.0,0.013,0.009
82284,252.20593703,-46.40087203,18.62,8.514,7.942,2.02,0.018,0.017
82302,252.24770543,-47.71869147,15.67,8.543,7.475,0.94,0.012,0.009
82357,252.42698852,-65.07581337,36.9,12.068,10.544,1.97,0.141,0.053
82370,252.47222482,-24.44667893,29.07,10.945,9.671,1.73,0.083,0.046
82431,252.69548249,-49.21077668,13.42,9.048,8.31,1.12,0.015,0.013
82434,252.70412559,-43.78590696,27.76,11.691,10.213,2.06,0.146,0.064
82515,252.96980543,-49.11498036,18.67,7.742,7.281,0.86,0.007,0.006
82599,253.28446568,-51.71769033,17.56,9.657,8.985,1.43,0.028,0.025
82613,253.33105944,-44.30106694,16.6,9.351,8.714,1.74,0.025,0.023
82621,253.35523754,-20.41548861,35.73,6.717,5.945,0.96,0.004,0.004
82661,253.45917692,-52.07879189,13.52,10.136,9.378,1.39,0.042,0.035
82697,253.56229766,-28.1148355,12.94,10.014,9.276,1.5,0.037,0.031
82708,253.58626394,-25.82928643,15.27,7.849,7.267,1.16,0.012,0.011
82709,253.59216046,-38.09819468,16.46,9.145,8.458,1.51,0.023,0.02
82729,253.64627156,-42.36075916,21.67,5.439,3.773,0.85,0.004,0.004
82732,253.65199987,-31.33461322,14.8,9.09,8.381,1.3,0.019,0.016
82738,253.66842733,-32.19008201,18.04,8.318,7.751,1.05,0.014,0.012
82834,253.90810507,-32.06689988,53.54,11.477,9.843,1.69,0.116,0.043
82851,253.97936008,-62.46915237,24.92,10.653,9.467,1.51,0.029,0.017
82930,254.2173444,-60.95695461,25.67,9.441,8.401,2.47,0.019,0.013
82954,254.27521498,-64.18877396,21.92,8.741,8.067,1.02,0.009,0.007
83001,254.4177262,-45.34696516,14.6,9.51,8.816,1.44,0.019,0.017
83017,254.46690077,-24.91855283,15.21,9.774,9.024,1.79,0.033,0.027
83089,254.67281524,-61.7414583,12.84,7.742,7.308,0.94,0.004,0.004
83099,254.71754934,-23.74636324,18.24,9.318,8.58,1.38,0.02,0.017
83101,254.72435489,-39.55909225,52.3,9.869,8.497,2.05,0.055,0.031
83163,254.93469985,-18.24799544,19.73,7.292,6.688,0.8,0.01,0.007
83174,254.97825595,-59.32943378,20.9,7.735,7.219,0.92,0.008,0.008
83187,255.02619645,-54.59700158,19.74,5.874,5.667,0.8,0.004,0.003
83195,255.03866703,-26.95384383,22.34,10.833,9.877,1.83,0.064,0.047
83196,255.03949377,-24.98893659,30.05,6.205,5.782,1.01,0.004,0.005
83202,255.05941389,-44.98846818,19.76,6.95,6.538,1.01,0.005,0.005
83229,255.13259856,-57.29637813,31.77,7.726,7.075,0.85,0.006,0.005
83239,255.1684209,-27.79232732,21.37,8.869,8.25,1.16,0.018,0.017
83241,255.19123236,-30.51617442,12.75,9.521,8.847,1.28,0.025,0.022
83243,255.19325121,-64.55037588,13.72,8.556,8.084,0.89,0.008,0.008
83251,255.23311916,-31.77748599,13.95,9.571,8.961,1.45,0.046,0.042
83288,255.32035979,-43.6434237,15.38,9.995,9.13,1.8,0.034,0.026
83363,255.56822858,-61.56811462,39.32,10.094,8.849,1.33,0.018,0.011
83415,255.74934609,-43.11977327,23.56,10.524,9.541,1.72,0.043,0.03
83431,255.78628886,-53.23662642,37.97,5.852,5.332,0.84,0.004,0.004
83443,255.81540223,-16.55493113,13.46,9.82,9.264,1.56,0.03,0.028
83491,255.96197569,-38.1524875,15.61,6.369,5.95,0.8,0.005,0.004
83541,256.11578258,-28.58202423,55.31,7.627,6.676,0.89,0.008,0.006
83547,256.12825925,-43.30942598,19.28,8.046,7.435,1.26,0.011,0.009
83562,256.16324394,-59.8816676,13.34,9.946,9.2,1.37,0.024,0.02
83578,256.21983804,-27.38310269,13.19,9.677,9.01,1.37,0.029,0.026
83609,256.3361894,-33.76701485,19.22,11.683,9.21,2.1,0.198,0.036
83612,256.34319074,-33.7700129,19.22,9.08,8.403,2.1,0.022,0.02
83646,256.44109682,-36.54685884,14.92,9.416,8.868,1.24,0.019,0.018
83650,256.45193881,-44.10510266,15.16,6.518,6.222,1.11,0.005,0.005
83662,256.4983395,-22.85597479,17.74,11.104,10.108,2.0,0.057,0.038
83701,256.59689904,-37.10135996,18.86,8.395,7.879,1.05,0.01,0.01
83707,256.62041256,-47.84569141,16.46,9.397,8.687,1.42,0.024,0.021
83709,256.62195957,-39.30505121,13.18,8.577,8.016,1.1,0.011,0.01
83761,256.77787559,-19.50571371,15.26,9.847,9.037,1.31,0.027,0.022
83779,256.84258394,-35.89276021,13.01,8.728,8.212,1.24,0.012,0.011
83797,256.88071583,-48.24823393,35.65,10.871,9.489,1.69,0.076,0.038
83846,257.03107443,-41.72319429,44.44,9.626,8.42,1.52,0.027,0.017
83874,257.13640669,-36.64283078,21.84,8.404,7.747,1.08,0.017,0.011
83875,257.13889466,-23.22719589,17.3,9.474,8.796,1.27,0.018,0.016
83911,257.24052443,-23.99360439,13.84,8.627,8.13,1.15,0.012,0.012
83934,257.34400621,-53.39154969,14.59,9.647,9.024,1.55,0.024,0.022
83941,257.36106603,-35.39110674,26.41,12.271,10.924,2.15,0.192,0.099
83970,257.46011471,-45.63673146,14.97,8.741,8.188,1.08,0.016,0.015
83983,257.52032832,-56.4489676,15.2,9.071,8.286,1.11,0.013,0.011
83985,257.53454128,-29.97316812,14.73,10.472,9.596,1.49,0.04,0.031
83990,257.54277606,-60.73020472,73.07,8.519,7.492,0.91,0.009,0.006
84012,257.59442659,-15.72514757,38.77,2.551,2.438,0.86,0.003,0.003
84051,257.7474644,-52.515892,79.53,11.83,10.26,1.82,0.158,0.066
84056,257.76820806,-20.65423411,13.13,8.125,6.921,1.04,0.009,0.005
84069,257.81512202,-56.68066124,14.59,8.089,7.319,0.91,0.008,0.008
84121,257.96372599,-45.87409582,28.34,8.303,7.583,0.98,0.012,0.01
84143,258.038233,-43.23849039,45.56,3.821,3.368,0.79,0.003,0.003
84150,258.06756446,-39.50677484,15.46,5.719,5.673,0.72,0.003,0.004
84164,258.09145019,-46.5611206,17.74,10.302,9.355,1.51,0.041,0.03
84229,258.24672253,-58.59676079,17.73,7.258,6.838,1.04,0.007,0.006
84255,258.34679561,-53.10587009,25.05,9.741,8.962,1.27,0.026,0.021
84322,258.57406073,-28.70677306,29.35,10.646,9.482,1.49,0.044,0.028
84404,258.83603097,-35.88496315,13.21,9.885,9.017,1.29,0.026,0.02
84405,258.83869698,-26.60004896,167.08,6.109,5.11,1.07,0.019,0.008
84416,258.86681097,-24.99261378,14.59,10.865,10.017,1.75,0.061,0.045
84425,258.90032398,-38.59295116,32.6,6.67,6.015,1.7,0.013,0.006
84442,258.95801803,-40.55138347,14.33,9.882,9.23,1.74,0.033,0.029
84452,258.98955276,-44.244088,30.89,11.881,10.442,1.98,0.173,0.071
84487,259.08395542,-12.17809864,40.17,12.163,10.484,1.85,0.216,0.074
84489,259.09034067,-35.74946511,31.03,6.656,6.145,0.83,0.005,0.004
84491,259.09973879,-21.85754888,17.64,8.345,7.599,1.05,0.012,0.009
84497,259.12444856,-27.56524426,17.05,8.943,8.279,1.08,0.014,0.013
84533,259.22631407,-30.35139562,15.15,7.651,7.304,1.1,0.009,0.009
84551,259.26547645,-32.66270528,19.8,6.127,5.586,0.72,0.005,0.004
84572,259.3297073,-32.06561823,16.12,8.919,8.218,1.1,0.015,0.013
84583,259.34753527,-49.19892013,15.11,10.537,9.769,1.59,0.044,0.037
84609,259.42474302,-28.93830513,15.19,9.409,8.753,1.28,0.019,0.017
84611,259.42986627,-30.77047894,13.68,9.803,9.099,1.41,0.046,0.041
84636,259.52946915,-24.07284264,21.2,7.415,6.659,0.92,0.007,0.006
84642,259.56129542,-60.45742407,18.28,10.462,9.602,1.43,0.028,0.022
84684,259.68296057,-29.48986498,17.4,10.574,9.694,1.8,0.047,0.037
84737,259.83241217,-53.3853368,14.3,9.498,8.408,1.17,0.025,0.017
84754,259.86748185,-44.08530388,18.42,11.119,10.226,1.96,0.078,0.058
84759,259.87712119,-50.06368383,17.95,6.757,6.32,0.8,0.005,0.006
84787,259.96429319,-48.54880892,18.15,7.412,6.75,0.83,0.006,0.005
84822,260.04570509,-49.91743061,14.79,9.154,8.491,1.27,0.018,0.016
84856,260.14331552,-19.33339899,20.41,7.22,6.565,0.93,0.006,0.006
84879,260.2031264,-42.65841158,17.54,8.835,8.24,1.59,0.013,0.012
84880,260.2068148,-12.846882,16.86,4.392,4.341,0.86,0.002,0.002
84883,260.21916423,-10.69635486,21.19,6.854,6.497,1.05,0.005,0.006
84907,260.28158022,-24.68352982,20.58,9.563,8.684,1.18,0.024,0.019
84913,260.2983947,-12.05703683,17.33,8.253,7.751,1.14,0.012,0.011
84924,260.33122876,-51.1227041,25.64,8.557,7.855,1.09,0.013,0.011
84936,260.38171543,-22.92585231,17.63,9.444,8.777,1.64,0.021,0.019
84999,260.60221835,-30.20393634,14.81,8.618,8.069,1.48,0.013,0.012
85010,260.62408711,-54.28542442,24.98,7.405,6.877,0.87,0.006,0.006
85017,260.64401774,-19.61584444,29.87,8.84,7.942,1.2,0.014,0.011
85019,260.65793288,-35.91093287,27.03,7.077,6.474,0.78,0.005,0.004
85038,260.69976635,-58.47304207,15.63,7.03,6.751,1.01,0.004,0.005
85081,260.82361726,-27.96693993,14.78,10.415,9.473,1.79,0.038,0.029
85105,260.90089516,-16.03828534,12.72,7.162,6.706,0.89,0.007,0.006
85132,260.97496448,-29.82106611,12.56,8.764,7.689,1.13,0.016,0.011
85141,260.99114582,-9.35825947,15.51,8.637,7.908,1.17,0.013,0.011
85158,261.03643197,-34.79800329,30.46,7.619,6.979,0.91,0.008,0.006
85211,261.17959825,-45.00832839,15.53,7.121,6.694,0.84,0.006,0.005
85236,261.25742477,-9.21165671,13.45,9.216,8.284,1.25,0.019,0.014
85241,261.27471494,-50.44943783,15.37,8.2,7.668,1.11,0.012,0.014
85246,261.29490631,-24.50559069,18.23,11.027,9.936,1.79,0.072,0.047
85250,261.30607643,-34.42982827,13.13,8.014,6.898,1.01,0.009,0.007
85253,261.31628012,-17.42175483,17.6,10.816,9.922,1.65,0.072,0.057
85285,261.40259256,-21.63169752,20.78,9.163,8.451,1.21,0.019,0.016
85299,261.46321387,-28.65528968,14.24,10.019,9.125,1.52,0.03,0.023
85326,261.55498531,-48.59034912,21.2,9.861,8.944,1.68,0.031,0.023
85340,261.59257241,-24.17502346,38.96,4.513,4.195,0.87,0.003,0.003
85342,261.59340367,-48.61485438,21.51,7.615,7.095,0.94,0.009,0.009
85354,261.62530175,-13.15632161,17.03,11.568,10.438,1.91,0.108,0.063
85360,261.64535235,-32.96937667,22.67,8.826,8.105,1.48,0.014,0.012
85397,261.75884919,-12.51233441,22.08,6.808,6.264,0.82,0.005,0.004
85423,261.8386001,-29.86669942,29.26,4.765,4.326,0.86,0.003,0.003
85425,261.84201147,-38.06142218,32.04,8.73,7.961,1.24,0.013,0.011
85426,261.84507979,-20.51701042,13.9,9.48,8.819,1.27,0.022,0.02
85447,261.9292421,-47.78513098,14.42,10.799,9.725,1.79,0.048,0.03
85533,262.19193338,-41.66351458,27.04,12.568,10.501,2.2,0.327,0.076
85538,262.20808682,-26.72958631,13.19,9.39,8.703,1.34,0.02,0.017
85548,262.25084702,-24.33642708,17.25,9.104,8.451,2.0,0.017,0.016
85561,262.2780843,-23.83593582,55.03,11.369,9.788,1.68,0.088,0.037
85588,262.35656571,-33.76040355,22.39,9.35,8.584,1.26,0.023,0.019
85610,262.41957714,-49.78987503,14.55,8.476,7.894,1.37,0.013,0.011
85632,262.49333289,-17.81438022,13.11,8.341,7.734,1.05,0.013,0.012
85647,262.54769926,-51.63652531,61.98,11.408,9.702,1.81,0.097,0.034
85675,262.62208658,-10.09618656,20.34,9.065,8.224,1.75,0.015,0.012
85727,262.77490395,-60.68360667,17.42,3.479,3.58,0.73,0.002,0.002
85738,262.81601314,-39.97496204,12.54,9.048,8.512,1.28,0.02,0.019
85741,262.82423954,-10.97130087,16.67,8.062,7.505,0.93,0.01,0.007
85747,262.83243078,-39.16536694,14.74,8.581,7.996,1.09,0.016,0.015
85792,262.96050661,-49.87598159,13.46,2.696,2.824,0.95,0.003,0.003
85882,263.26673888,-25.04757562,13.47,10.466,9.739,1.5,0.043,0.037
85920,263.37122217,-24.07146171,13.91,9.315,8.619,1.28,0.021,0.019
85922,263.37445668,-5.74457168,20.66,5.84,5.637,0.77,0.003,0.003
85960,263.52217542,-59.77479858,27.04,8.34,7.677,0.87,0.009,0.008
85969,263.54922553,-54.8950526,24.56,7.913,7.166,0.81,0.006,0.006
86051,263.78583052,-38.62390284,30.43,9.842,8.864,1.35,0.046,0.034
86057,263.80642798,-48.68197409,102.3,12.096,10.357,2.21,0.21,0.069
86083,263.88284206,-57.44908459,12.88,10.023,9.317,1.54,0.025,0.022
86086,263.89190069,-24.62812775,18.51,8.244,7.757,1.06,0.01,0.009
86170,264.13686148,-38.63486521,22.64,5.662,4.387,0.94,0.004,0.003
86226,264.31705808,-24.59335353,14.37,9.382,8.789,1.26,0.017,0.016
86237,264.34419957,-51.17004785,13.89,9.13,8.602,1.1,0.018,0.017
86263,264.39677181,-15.39840835,30.93,3.867,3.566,1.03,0.003,0.003
86286,264.46339186,-37.86107735,17.82,7.666,6.792,1.68,0.011,0.008
86289,264.4741614,-42.56669599,29.8,7.954,7.243,0.93,0.013,0.01
86300,264.504855,-9.02997771,14.93,8.645,8.05,1.28,0.009,0.008
86305,264.52319296,-54.50007025,23.71,5.487,5.27,0.75,0.002,0.002
86368,264.72223393,-45.75950817,12.53,8.744,7.563,1.03,0.019,0.013
86375,264.74879843,-43.14510379,18.97,8.124,7.337,1.07,0.011,0.012
86385,264.77486519,-26.93738228,19.38,8.373,7.767,1.18,0.012,0.011
86415,264.86564875,-45.88621435,21.04,9.267,8.502,1.21,0.028,0.023
86419,264.87280333,-39.34423461,26.38,8.198,7.483,0.91,0.01,0.015
86486,265.09888468,-49.41515481,45.72,5.24,4.806,0.79,0.005,0.004
86509,265.18247333,-7.77033446,22.13,11.886,10.427,1.97,0.133,0.057
86516,265.20875143,-49.95780239,13.63,8.137,7.375,1.04,0.012,0.01
86565,265.35381884,-12.87517268,19.41,4.356,4.253,1.07,0.003,0.003
86569,265.36535087,-53.80291605,16.72,10.44,9.445,1.8,0.028,0.019
86598,265.45433567,-50.72429568,13.15,9.03,8.409,1.21,0.023,0.021
86661,265.60502259,-9.07591256,30.38,11.163,9.898,1.51,0.065,0.037
86672,265.62648724,-28.74867778,13.7,9.959,9.096,1.58,0.032,0.025
86690,265.69588077,-50.00069688,16.81,8.357,7.795,1.15,0.013,0.014
86691,265.70088082,-58.58872081,21.9,11.145,10.153,1.67,0.066,0.044
86702,265.72865649,-10.79475496,13.83,10.013,9.24,1.44,0.024,0.02
86736,265.85772897,-21.68308566,57.0,5.413,4.918,0.79,0.004,0.003
86765,265.93464856,-3.91727949,33.36,8.492,7.758,1.09,0.012,0.013
86769,265.95188377,-13.50842917,23.43,6.801,6.409,0.89,0.004,0.004
86796,266.0363211,-51.83358836,65.46,5.984,5.198,0.8,0.003,0.002
86814,266.08198814,-16.86467944,17.89,8.067,7.545,1.16,0.016,0.015
86819,266.09985237,-22.19490506,13.01,6.946,6.613,0.96,0.006,0.006
86914,266.38841258,-40.80362928,14.6,10.203,9.438,1.53,0.061,0.051
86919,266.40557012,-28.40733989,12.94,8.489,8.054,1.34,0.015,0.016
86965,266.57296905,-40.72911575,13.58,9.332,8.695,1.46,0.029,0.026
86985,266.63250808,-7.98529815,18.02,8.154,7.422,0.92,0.013,0.009
86992,266.6514176,-16.0035994,16.07,8.86,8.26,1.07,0.011,0.01
87034,266.74186589,-6.2089229,22.21,9.032,8.312,1.24,0.015,0.013
87035,266.74422264,-16.59093445,21.36,11.884,10.607,2.18,0.121,0.064
87066,266.87794342,-43.41771056,16.42,10.103,9.33,1.63,0.036,0.03
87083,266.91535469,-55.79019643,21.65,10.132,9.153,1.41,0.029,0.021
87092,266.93128254,-48.85664038,20.65,10.631,9.674,1.73,0.059,0.041
87116,266.99039267,-34.01749897,37.19,8.098,7.246,1.15,0.013,0.014
87162,267.10950386,-30.29944681,13.32,8.639,8.045,1.2,0.016,0.014
87174,267.15868334,-55.4018266,19.58,6.424,6.126,0.78,0.004,0.004
87198,267.21509781,-39.43023466,14.14,8.986,8.432,1.17,0.022,0.022
87207,267.25461564,-16.24989863,24.29,10.086,8.99,2.01,0.047,0.032
87223,267.32211105,-30.59734291,19.78,7.059,6.684,0.81,0.006,0.007
87261,267.4643802,-37.04337105,25.71,4.732,3.321,0.87,0.003,0.003
87272,267.48768056,0.51206852,13.44,9.5,8.687,1.14,0.019,0.015
87316,267.62580973,-54.73079528,16.25,8.386,7.753,0.98,0.011,0.011
87322,267.64187182,-6.04996555,45.67,12.218,10.249,2.06,0.238,0.06
87330,267.65975616,-40.31828768,31.99,10.415,9.286,1.48,0.07,0.046
87369,267.78070309,-27.39610817,23.12,9.842,9.019,1.3,0.034,0.029
87370,267.78211394,-22.92081949,23.1,7.94,7.223,0.97,0.009,0.009
87386,267.85732973,-53.83860054,16.64,6.929,6.643,0.81,0.005,0.004
87410,267.952118,-19.52501274,12.6,7.152,6.831,0.93,0.005,0.005
87464,268.06975219,-7.56126476,32.41,11.472,10.138,1.94,0.091,0.045
87523,268.21863448,-41.99605927,30.55,6.823,6.26,0.9,0.005,0.006
87532,268.23999275,-35.62418307,15.57,6.422,6.055,0.93,0.008,0.007
87533,268.24451692,-7.91890043,15.08,8.408,7.723,1.7,0.015,0.012
87544,268.27096593,-13.65017624,16.51,7.806,7.275,1.34,0.012,0.013
87664,268.60067453,-33.61838353,15.56,9.296,8.6,1.25,0.03,0.027
87665,268.60157346,-38.62623663,19.71,7.693,7.246,1.0,0.01,0.01
87678,268.62425104,-3.46210471,19.43,7.915,7.374,0.86,0.009,0.008
87679,268.62531743,-26.63175431,20.76,9.497,8.632,1.25,0.025,0.02
87708,268.7321567,-11.63191983,15.39,7.443,7.024,1.41,0.007,0.005
87710,268.74043589,-7.73381162,22.3,7.883,7.0,0.99,0.01,0.008
87738,268.83738075,0.66702841,14.01,8.939,8.362,1.17,0.017,0.016
87745,268.85344454,3.75444348,38.01,12.059,10.273,1.92,0.198,0.057
87803,269.05011236,3.47247537,26.54,12.144,10.6,2.1,0.228,0.089
87813,269.07933864,-15.81236072,13.11,5.988,5.933,0.98,0.004,0.005
87824,269.10184452,-26.77318719,21.15,8.142,7.467,1.14,0.008,0.008
87836,269.17424596,-28.0653494,19.87,6.02,5.807,0.77,0.004,0.004
87841,269.17965776,-9.014597,14.12,9.433,8.675,1.23,0.021,0.017
87860,269.21824571,4.9874105,13.98,8.101,7.639,1.11,0.024,0.02
87861,269.22724765,6.17388538,24.08,9.718,8.652,1.43,0.027,0.019
87884,269.29156836,-8.0688877,14.09,8.693,8.115,1.22,0.015,0.014
87887,269.29414164,-46.1213396,15.07,9.157,8.588,1.22,0.013,0.012
87991,269.60190714,4.46161267,24.32,11.429,10.027,2.28,0.099,0.047
88033,269.72152123,-30.17037738,25.06,10.384,9.477,1.91,0.071,0.057
88041,269.74057511,-51.6248178,21.19,10.827,9.693,1.64,0.047,0.029
88048,269.75665662,-9.77334973,21.35,4.607,3.433,0.79,0.004,0.003
88154,270.07699971,-39.24931187,16.69,7.979,7.343,0.95,0.007,0.006
88175,270.12050178,-3.69016112,43.11,5.091,4.671,0.75,0.003,0.003
88178,270.12717412,-54.35752154,20.62,9.301,8.559,1.13,0.019,0.016
88268,270.38013402,0.10460585,19.3,8.897,8.172,1.07,0.017,0.015
88324,270.57407777,0.10406426,30.61,8.547,7.719,0.93,0.012,0.01
88342,270.61894061,-3.15732448,14.14,7.39,6.816,0.83,0.007,0.006
88345,270.62282204,-36.36322478,20.26,10.289,9.272,1.99,0.039,0.026
88353,270.63857642,4.41909101,25.39,10.049,9.039,1.43,0.038,0.027
88399,270.76419861,-51.6488001,21.34,7.524,7.057,0.86,0.007,0.007
88404,270.77046145,-8.18025785,19.22,5.463,5.006,0.97,0.033,0.03
88414,270.77897929,-28.56055021,26.33,12.555,10.895,1.84,0.524,0.266
88481,271.00758163,1.83248324,29.04,9.124,8.229,2.79,0.019,0.015
88502,271.08522066,-10.91050326,13.31,8.297,7.661,1.02,0.015,0.011
88511,271.10994854,6.43622072,30.59,8.921,8.051,1.14,0.016,0.012
88553,271.22376463,-44.6622014,26.99,9.368,8.563,1.19,0.019,0.016
88574,271.28019098,-3.03051102,128.28,11.21,9.556,1.44,0.078,0.03
88589,271.31863375,-28.6861222,20.39,9.263,8.546,1.35,0.042,0.039
88595,271.34485371,-21.67286791,18.75,9.22,8.482,1.28,0.017,0.014
88622,271.40614302,4.65795549,41.0,7.529,6.877,0.88,0.007,0.006
88625,271.42777917,-35.67983548,12.9,8.966,8.396,1.39,0.019,0.018
88631,271.44465846,-23.51721227,13.18,10.032,9.198,1.56,0.031,0.024
88644,271.46814423,7.09090074,22.16,8.417,7.743,1.03,0.016,0.013
88650,271.48874265,-29.91724416,16.01,10.616,9.419,1.87,0.101,0.063
88656,271.5064993,-8.10880318,18.08,7.684,7.154,0.94,0.011,0.009
88663,271.51912553,-49.38525676,16.41,10.582,9.741,1.78,0.036,0.028
88683,271.55723377,-27.49259298,15.98,8.043,7.352,0.91,0.016,0.017
88684,271.56297335,-4.75117796,28.61,6.99,5.851,0.83,0.007,0.004
88690,271.58581362,-47.36546254,15.03,8.891,8.323,1.06,0.013,0.012
88694,271.59851342,-36.01980798,57.58,6.675,6.009,0.77,0.006,0.005
88724,271.70338505,6.41065358,22.82,8.558,7.836,1.1,0.013,0.011
88726,271.70785224,-43.42496169,22.79,5.128,4.857,1.12,0.01,0.012
88728,271.71147382,8.87630459,25.47,7.553,7.027,1.18,0.007,0.007
88765,271.82647643,8.73379361,13.71,5.867,4.748,0.82,0.005,0.003
88771,271.8375861,9.56365345,39.4,3.903,3.737,0.83,0.003,0.003
88782,271.85932138,-46.89855239,15.27,8.457,7.708,1.06,0.011,0.008
88816,271.95168241,-17.15430069,13.08,6.973,5.639,0.89,0.005,0.003
88924,272.27818837,-9.44703378,17.26,11.138,9.981,1.66,0.079,0.046
88932,272.30073905,-22.18351254,29.58,10.309,9.003,1.36,0.039,0.022
88942,272.32355439,-22.90732217,31.27,8.964,7.976,1.12,0.013,0.01
88954,272.36445563,-45.93805292,19.41,7.937,7.401,0.96,0.009,0.009
88955,272.36609204,-29.01135416,15.05,10.266,9.633,1.45,0.063,0.067
88958,272.37919771,0.39144878,13.39,8.419,7.916,0.96,0.016,0.011
88961,272.38416322,-0.32709783,34.26,10.304,9.037,1.16,0.039,0.023
88962,272.38842541,-12.03838322,37.77,11.925,10.596,2.69,0.166,0.079
88963,272.38873905,-10.82226837,24.98,9.826,8.915,1.49,0.026,0.02
88964,272.39110031,3.99328654,19.62,6.15,5.753,1.22,0.004,0.005
88996,272.46821827,-7.91368606,17.66,10.434,9.515,1.87,0.031,0.023
89000,272.47502296,3.12029682,21.3,6.232,5.721,0.73,0.005,0.004
