#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
72017,220.95070692,-54.23992944,12.85,9.473,8.825,1.36,0.018,0.016
72043,221.04890709,18.46246786,23.87,8.282,7.578,0.85,0.009,0.009
72044,221.04995691,22.18503524,37.91,11.6,10.037,1.47,0.088,0.034
72045,221.05034166,-38.1454811,13.44,9.963,9.134,1.25,0.029,0.023
72047,221.0574812,-8.25210733,24.18,7.14,6.683,1.38,0.007,0.007
72048,221.05951017,-69.67389796,28.2,7.639,7.055,0.68,0.006,0.004
72053,221.07028309,-11.61729175,16.48,9.118,8.471,1.32,0.018,0.016
72058,221.08812523,-25.89473521,14.58,9.992,9.135,1.79,0.031,0.024
72066,221.11735772,45.18601895,15.6,7.077,6.77,0.57,0.005,0.004
72069,221.1276468,-3.36331773,13.96,8.035,7.629,0.98,0.01,0.011
72076,221.15736294,9.07079743,16.26,9.605,8.869,1.5,0.026,0.022
72082,221.18779117,-9.70394499,14.11,7.343,6.909,1.03,0.008,0.009
72104,221.24664628,-35.19182069,15.76,4.944,4.925,0.74,0.002,0.002
72105,221.24687869,27.07417383,15.55,3.562,2.47,0.78,0.004,0.003
72119,221.29308925,-49.91532856,34.98,9.605,8.496,1.16,0.024,0.016
72125,221.31040511,16.96440296,14.48,5.833,4.707,0.79,0.003,0.002
72126,221.31102621,4.53224289,12.67,9.593,8.974,1.39,0.021,0.019
72130,221.31989513,65.32989229,20.7,7.803,7.275,0.56,0.006,0.006
72131,221.32186138,-62.87545275,21.75,5.714,5.393,0.61,0.002,0.002
72134,221.32803084,-18.00271693,17.48,8.862,8.262,1.07,0.014,0.012
72138,221.33463975,-6.73459629,18.83,8.675,8.056,1.18,0.016,0.014
72145,221.34950488,36.05221434,17.4,11.795,10.577,1.78,0.091,0.045
72146,221.35134201,13.84686352,51.2,9.043,7.956,0.98,0.017,0.012
72155,221.37810455,-37.95653732,16.01,9.1,8.45,1.04,0.016,0.015
72177,221.44020786,-45.88095178,12.81,9.328,8.564,1.12,0.013,0.01
72182,221.46366515,-14.99134535,13.29,9.414,8.792,1.08,0.022,0.02
72190,221.48684227,10.05207074,17.87,8.259,7.578,0.97,0.012,0.01
72197,221.50074084,-25.44291557,32.86,5.456,5.111,0.92,0.009,0.012
72200,221.51275206,27.51244732,37.93,9.055,8.046,1.1,0.014,0.01
72203,221.51410001,-68.76260612,14.79,9.724,8.854,1.13,0.017,0.013
72217,221.54548169,-21.17571461,23.64,7.163,6.494,1.07,0.006,0.005
72220,221.56246594,1.8929383,25.35,3.735,3.73,0.87,0.002,0.002
72221,221.5647397,9.64738886,23.15,8.253,7.542,1.84,0.037,0.035
72223,221.56806632,3.50420449,25.5,8.05,7.446,0.98,0.01,0.008
72235,221.59341748,-33.76612679,23.44,9.245,8.508,1.84,0.016,0.014
72236,221.59400492,27.90037544,14.67,9.542,8.724,1.26,0.018,0.015
72237,221.59728479,16.49893914,56.87,11.031,9.409,1.29,0.067,0.028
72248,221.61720232,-36.45751292,13.89,10.219,9.386,1.45,0.037,0.028
72253,221.62554072,50.39784882,15.87,8.398,7.828,0.62,0.011,0.008
72267,221.68264165,-45.40195881,16.21,11.166,10.225,1.87,0.048,0.033
72290,221.75546088,-52.38331777,12.58,6.48,5.334,0.66,0.004,0.003
72312,221.817788,2.70341682,50.84,8.911,7.869,1.04,0.015,0.01
72315,221.8264347,12.97984021,21.04,10.921,9.885,1.51,0.055,0.036
72322,221.84300918,10.30629532,15.84,9.292,8.233,1.06,0.018,0.013
72336,221.8828511,19.05002956,20.56,8.05,7.516,0.81,0.009,0.008
72339,221.88667704,-0.28113382,33.6,9.016,8.127,1.51,0.022,0.017
72353,221.93091588,-27.69898212,19.67,8.18,7.599,0.99,0.015,0.012
72358,221.93688711,71.60125652,14.09,8.362,7.922,0.7,0.011,0.011
72365,221.95086674,21.00691451,13.15,10.147,9.212,1.07,0.026,0.018
72380,221.99190259,-67.83832882,17.46,9.352,8.653,1.65,0.014,0.012
72387,222.00614567,38.46654972,41.26,11.545,9.931,1.47,0.066,0.026
72408,222.08655434,21.31865322,12.54,8.351,7.941,0.83,0.008,0.009
72420,222.12132039,-25.48743409,19.35,7.606,7.083,0.89,0.008,0.006
72423,222.13210123,-17.34010698,19.56,8.071,7.377,1.5,0.034,0.046
72447,222.22186546,5.95461619,17.23,7.371,6.874,1.78,0.009,0.008
72455,222.2446107,-58.11936009,12.79,7.74,7.183,0.93,0.006,0.006
72456,222.2466025,-29.55897489,12.63,9.382,8.722,1.2,0.016,0.014
72458,222.25551536,36.06812732,15.72,9.259,8.513,0.98,0.011,0.009
72463,222.26654755,40.96056541,19.55,12.045,10.667,2.31,0.122,0.057
72469,222.27887478,37.81091287,24.39,6.59,6.192,0.66,0.003,0.003
72470,222.27922586,70.52609671,21.81,12.029,10.578,1.45,0.171,0.07
72479,222.30709695,10.21491227,24.21,9.54,8.534,1.29,0.02,0.014
72486,222.32527095,49.83770197,18.33,8.812,8.2,1.14,0.012,0.01
72487,222.32781437,46.11639336,21.34,6.322,5.815,0.55,0.003,0.003
72489,222.32954567,-14.14898587,13.86,5.644,5.599,1.3,0.017,0.018
72493,222.34949776,-67.2351906,41.69,8.354,7.41,1.24,0.008,0.006
72507,222.38229145,-59.13169352,20.07,9.294,8.592,1.15,0.013,0.011
72508,222.38486434,51.37449776,19.41,6.948,6.524,0.67,0.004,0.004
72513,222.39616836,46.57488653,13.3,8.16,7.591,0.67,0.009,0.007
72524,222.42233956,48.72056284,14.22,6.218,5.695,0.87,0.006,0.004
72528,222.42916115,23.03235044,19.86,7.651,7.168,0.78,0.006,0.006
72530,222.43844082,58.83012304,16.11,9.499,8.722,0.74,0.016,0.014
72531,222.4422853,-9.20249524,13.26,8.239,7.698,1.09,0.011,0.011
72559,222.52334187,-37.39859303,15.52,8.439,7.926,1.02,0.016,0.013
72563,222.55686248,52.41415946,18.31,7.788,7.208,0.57,0.006,0.006
72567,222.56549508,23.91176538,55.73,6.59,5.939,0.8,0.004,0.003
72573,222.58178099,82.51248701,23.08,6.461,5.71,0.5,0.004,0.003
72577,222.58883198,6.81509159,32.53,10.319,9.202,1.56,0.038,0.024
72582,222.62417599,37.27181511,16.31,6.798,5.595,0.61,0.003,0.002
72600,222.6583524,-32.46615765,22.09,8.061,7.515,1.1,0.011,0.009
72604,222.6718799,22.90776407,26.79,8.284,7.564,0.88,0.008,0.006
72603,222.67193219,-15.99709226,42.26,5.617,5.19,1.04,0.004,0.005
72607,222.67664751,74.15547596,25.79,4.015,2.238,0.52,0.003,0.003
72622,222.71990536,-16.04161047,42.25,2.957,2.77,1.05,0.002,0.003
72631,222.75425052,-2.29884995,15.09,6.189,5.034,1.09,0.005,0.004
72634,222.76017641,9.7235321,36.73,8.316,7.451,1.26,0.014,0.008
72659,222.84701756,19.10063329,149.26,5.485,4.612,0.76,0.005,0.004
72663,222.85836192,-2.45706086,21.93,9.29,8.546,1.73,0.028,0.024
72666,222.86479189,44.92848352,17.45,8.572,7.882,1.62,0.008,0.007
72669,222.86905954,62.2833431,12.65,9.698,9.032,0.79,0.02,0.017
72673,222.88190611,-60.93106487,20.94,7.688,7.222,0.88,0.006,0.006
72677,222.89568569,-17.79005507,17.94,7.107,6.602,0.94,0.007,0.006
72681,222.90657922,15.3172974,21.83,9.579,8.568,1.83,0.022,0.016
72682,222.90917447,39.10331431,16.46,8.371,7.887,0.8,0.008,0.008
72688,222.9211232,-24.30308356,58.96,9.147,7.927,1.05,0.019,0.012
72703,222.97252408,2.01476841,25.68,9.19,8.461,1.29,0.024,0.021
72742,223.07420153,-43.81774314,29.13,9.909,8.812,1.48,0.03,0.021
72749,223.08753275,48.67079828,13.72,8.43,7.715,0.98,0.009,0.009
72753,223.09552337,27.31655815,22.72,11.778,10.315,1.48,0.103,0.046
72764,223.12521734,18.73874423,19.46,9.093,8.47,1.56,0.018,0.016
72766,223.12749894,0.11115036,15.24,9.5,8.762,1.35,0.025,0.022
72772,223.13886782,-30.57715291,24.99,7.024,6.362,0.8,0.005,0.004
72779,223.15504111,-25.45448812,17.72,8.784,7.953,1.02,0.012,0.01
72797,223.1965458,-33.61465111,17.81,10.25,9.372,1.64,0.045,0.034
72807,223.22266243,32.69089637,13.62,7.37,6.912,0.74,0.004,0.004
72808,223.22351794,-8.69569712,12.89,8.426,7.888,0.98,0.012,0.01
72809,223.22435709,46.1544056,12.66,9.84,9.031,0.95,0.019,0.015
72819,223.26550333,78.17666618,14.19,7.889,6.714,0.76,0.012,0.008
72821,223.27020393,-46.63680701,21.63,9.055,8.235,1.45,0.013,0.011
72830,223.29991803,28.50806068,13.97,9.07,8.027,0.88,0.012,0.009
72835,223.31572389,40.8166607,17.87,8.337,7.843,0.75,0.009,0.008
72846,223.34734286,15.70511093,20.4,7.223,6.573,1.43,0.024,0.023
72848,223.35016578,19.15227142,86.69,7.062,6.085,0.81,0.005,0.004
72875,223.42539399,23.34516795,43.66,9.892,8.765,1.2,0.019,0.013
72888,223.45765424,-0.40545073,14.71,8.535,7.457,1.1,0.015,0.011
72911,223.52540607,66.57687529,17.32,12.123,10.854,1.28,0.173,0.087
72921,223.54718569,-66.4196658,23.05,7.728,7.096,2.02,0.005,0.005
72944,223.62112279,16.10135877,101.91,11.783,10.306,1.67,0.123,0.053
72957,223.65604863,-36.76531166,13.48,8.594,8.108,1.2,0.014,0.014
72986,223.72878637,-41.36456081,22.23,7.734,7.204,0.93,0.008,0.008
72998,223.77997671,-9.09647587,20.29,10.443,9.611,1.51,0.05,0.039
73005,223.79999963,53.67918367,41.83,8.756,7.829,0.63,0.012,0.009
73012,223.81875727,-29.5289635,18.9,9.152,8.472,1.24,0.017,0.015
73018,223.84381436,32.97410751,15.76,9.312,8.708,1.05,0.009,0.008
73036,223.89461516,-60.11389133,18.87,6.684,5.31,0.8,0.004,0.003
73039,223.90712435,52.56730082,15.94,9.068,7.936,0.64,0.011,0.008
73049,223.93622772,-33.85578004,13.2,5.374,5.323,0.81,0.004,0.004
73052,223.94295602,-73.16651011,15.79,8.328,7.836,0.83,0.009,0.009
73065,223.97347387,36.43018623,14.8,9.012,7.77,0.84,0.011,0.007
73066,223.97952375,-27.12723683,35.39,10.326,9.054,1.26,0.032,0.019
73075,224.01365826,-74.42309766,17.89,9.598,8.841,0.94,0.017,0.014
73078,224.03363424,43.31757965,14.78,8.908,7.992,0.86,0.011,0.009
73091,224.06498841,-61.26742503,13.42,8.187,7.754,0.98,0.008,0.008
73094,224.07040096,8.88195631,18.53,10.997,9.942,2.22,0.049,0.031
73095,224.07177099,-52.80956707,15.08,5.554,5.406,0.72,0.002,0.003
73096,224.08071578,-18.928208,14.07,8.24,7.748,0.94,0.011,0.01
73100,224.09558479,49.62899937,40.25,6.258,5.693,0.54,0.004,0.003
73106,224.12481741,17.1033362,12.86,8.492,7.851,1.06,0.011,0.011
73108,224.12825072,-34.6317346,16.24,8.003,7.385,1.35,0.012,0.01
73114,224.14054555,-8.93129463,14.29,9.386,8.652,1.21,0.021,0.018
73121,224.16963145,21.0711384,23.4,10.759,9.504,1.52,0.032,0.018
73128,224.1830971,13.14943788,16.98,8.868,8.179,1.05,0.014,0.012
73132,224.1891935,-9.88620021,12.89,9.784,9.109,1.35,0.023,0.021
73135,224.19895938,70.83324587,16.57,9.008,8.36,2.05,0.024,0.022
73138,224.20259457,8.59875851,26.05,9.619,8.715,1.67,0.022,0.017
73139,224.2028134,-20.48984875,24.71,9.142,8.291,1.04,0.016,0.013
73146,224.22777221,53.38285032,14.09,9.221,8.522,0.77,0.015,0.013
73159,224.27555169,-55.91260118,12.65,7.898,7.485,0.93,0.008,0.008
73165,224.29606996,-4.34608634,35.83,4.851,4.507,0.91,0.003,0.002
73178,224.34687868,25.32359952,12.69,8.143,7.391,0.78,0.009,0.006
73181,224.35431912,-22.15323836,13.34,8.553,8.018,1.12,0.034,0.033
73183,224.35829209,55.90998683,28.2,12.211,10.64,1.23,0.141,0.056
73184,224.36396501,-21.4112809,169.32,7.168,5.873,1.67,0.008,0.005
73224,224.47303361,29.87618923,14.79,10.922,9.873,1.69,0.048,0.03
73239,224.5286973,48.02901607,17.9,9.416,8.455,0.79,0.015,0.011
73241,224.53672527,-48.8621921,40.79,7.207,6.425,0.86,0.011,0.008
73244,224.54078701,-68.59065168,19.1,9.444,8.685,1.06,0.013,0.011
73245,224.54572761,6.90472995,30.18,9.124,8.234,1.55,0.021,0.016
73252,224.56583584,59.58329977,39.95,11.71,10.261,0.92,0.103,0.043
73257,224.579726,41.09287499,12.89,9.112,8.557,1.33,0.013,0.012
73269,224.62745965,-28.70930607,20.41,8.312,7.719,0.98,0.013,0.009
73271,224.629425,9.49795331,14.03,8.294,7.863,1.01,0.009,0.008
73293,224.68330603,-75.54756985,15.64,9.826,9.049,0.96,0.019,0.015
73302,224.70414945,37.23395997,22.96,9.767,8.86,0.96,0.015,0.012
73309,224.72080247,-4.98899499,28.67,6.685,6.145,0.92,0.008,0.005
73314,224.7304503,6.60460414,25.66,9.518,8.548,1.59,0.032,0.023
73316,224.73454457,9.0210176,15.73,9.105,8.542,1.28,0.015,0.014
73321,224.74258052,17.32714518,15.88,8.595,7.888,1.05,0.012,0.01
73330,224.77497055,73.42572156,19.01,9.324,8.595,0.74,0.015,0.013
73353,224.85407437,39.64481741,16.77,7.161,6.734,0.59,0.004,0.004
73360,224.87758464,45.44778108,29.29,12.243,10.661,1.52,0.174,0.062
73362,224.88316855,-44.09407201,39.27,11.714,10.267,1.5,0.099,0.043
73365,224.88730089,45.4639324,30.48,9.744,8.701,0.88,0.019,0.014
73369,224.90404577,39.26523166,19.83,6.031,5.677,0.57,0.003,0.003
73370,224.90964714,-19.64033149,24.78,11.449,10.18,1.6,0.092,0.048
73372,224.91376712,-78.5108676,17.94,9.542,8.806,0.9,0.015,0.012
73383,224.93830658,-43.81102178,26.81,7.139,6.635,0.72,0.004,0.004
73390,224.971929,8.47829725,12.76,8.229,7.81,0.99,0.012,0.013
73408,225.02518257,-73.53540918,17.48,8.967,8.194,0.9,0.012,0.01
73418,225.06075925,11.02664936,18.44,11.114,10.074,1.61,0.057,0.036
73427,225.08135877,-24.45401387,33.65,11.466,10.102,1.59,0.078,0.039
73428,225.08324244,-16.54099046,20.55,10.948,9.819,1.69,0.06,0.037
73434,225.09530534,7.73580624,21.07,8.584,7.944,1.18,0.016,0.014
73438,225.10924488,31.6149531,13.37,8.285,7.638,0.83,0.007,0.006
73440,225.11543779,71.76526079,29.67,7.398,6.715,0.78,0.005,0.005
73449,225.14608525,8.60093793,25.94,8.11,7.341,0.91,0.011,0.009
73457,225.18092714,-11.13396143,51.26,11.361,9.605,1.76,0.094,0.034
73470,225.23074748,45.42530804,85.48,11.075,9.341,1.56,0.053,0.02
73480,225.2559958,2.89765004,14.89,7.332,6.797,1.06,0.011,0.011
73481,225.25715695,75.26214089,34.58,11.122,9.78,0.96,0.054,0.028
73485,225.26082266,-33.8393987,12.8,7.943,7.46,0.94,0.009,0.01
73512,225.37463173,15.86946404,32.93,10.414,9.244,1.51,0.045,0.028
73544,225.46820194,3.36048342,13.37,9.329,8.536,1.58,0.027,0.022
73547,225.47203595,-47.00729487,36.84,8.651,7.822,0.98,0.011,0.009
73555,225.48663804,40.39063671,14.91,4.697,3.588,0.57,0.002,0.002
73560,225.50162926,-32.51304857,13.91,9.65,8.988,1.44,0.031,0.027
73577,225.5798694,19.39062221,17.74,9.638,8.838,1.18,0.017,0.013
73593,225.63825964,16.05475441,28.29,7.751,7.077,0.93,0.009,0.007
73614,225.7048906,7.91194622,12.73,8.826,8.394,1.19,0.016,0.016
73620,225.7252916,2.09127129,17.78,5.739,4.514,0.9,0.005,0.004
73623,225.74499883,65.77858207,24.91,7.987,7.39,0.55,0.007,0.007
73631,225.7659116,-46.29379766,40.22,11.578,9.927,1.54,0.092,0.033
73633,225.77512425,-41.99206698,41.07,10.444,9.13,2.11,0.039,0.021
73637,225.77762433,44.64442878,17.45,7.123,6.646,0.67,0.004,0.004
73639,225.78681945,-42.61430059,21.19,11.449,10.064,1.96,0.08,0.036
73650,225.82564771,-36.9236601,21.34,8.51,7.848,0.94,0.012,0.011
73659,225.8581065,62.64704601,20.82,11.281,9.974,1.12,0.069,0.035
73674,225.8987633,-27.84065709,21.13,8.372,7.7,1.74,0.017,0.015
73677,225.90381464,44.98961945,18.21,9.554,8.893,0.92,0.017,0.015
73686,225.92829152,14.00707268,21.77,11.518,10.085,1.76,0.094,0.043
73695,225.94867417,47.65401409,78.39,5.631,4.918,1.03,0.014,0.017
73700,225.95536569,26.03880074,14.95,7.955,7.346,0.76,0.006,0.006
73715,226.02632087,77.3718109,14.26,8.231,7.738,0.63,0.009,0.01
73717,226.02946396,-6.88733463,28.63,8.676,7.795,1.7,0.015,0.011
73722,226.05084651,-0.27177649,15.69,10.849,9.752,1.84,0.067,0.042
73725,226.06583523,39.20836331,20.3,10.898,9.849,1.26,0.041,0.025
73745,226.11190457,26.94765981,13.04,6.155,4.655,0.68,0.004,0.002
73754,226.13772237,-28.30004743,29.47,7.856,7.237,0.93,0.009,0.008
73765,226.18138145,38.60514499,21.31,8.082,7.546,0.71,0.006,0.006
73770,226.19378838,22.41537142,14.35,8.307,7.822,0.87,0.007,0.008
73772,226.19560092,-51.2512723,13.27,9.39,8.746,1.29,0.02,0.018
73773,226.19712447,64.81217396,17.81,10.417,9.504,0.88,0.028,0.021
73786,226.22450988,5.639331,52.11,11.405,9.813,1.97,0.175,0.064
73787,226.22527408,-18.59061013,28.11,11.131,9.632,3.08,0.067,0.03
73798,226.24305309,-32.84741416,15.57,10.674,10.058,1.73,0.053,0.051
73805,226.27650398,-32.2713126,15.89,10.614,9.865,1.85,0.064,0.051
73814,226.30162201,-40.93118034,20.9,11.425,10.101,1.88,0.082,0.039
73815,226.30520912,6.29051291,19.12,8.999,8.28,1.11,0.018,0.016
73833,226.33948831,-48.17148874,15.04,9.053,8.299,1.01,0.016,0.013
73841,226.35788174,48.15090031,12.55,5.576,5.581,0.52,0.003,0.003
73845,226.37429475,43.50846995,14.62,9.846,9.169,1.04,0.022,0.019
73846,226.37936306,-7.01356805,22.04,8.477,7.803,1.96,0.02,0.017
73847,226.38319373,-13.50154212,13.35,10.539,9.695,1.52,0.052,0.04
73850,226.39124303,-30.55106819,31.4,7.042,6.533,1.01,0.007,0.007
73869,226.45861033,64.04693708,22.59,9.234,8.482,0.68,0.013,0.011
73883,226.5129939,-87.17411509,12.52,8.847,8.352,0.77,0.011,0.011
73909,226.5694546,54.55628697,12.53,6.457,5.352,0.53,0.004,0.003
73927,226.61291084,-22.03170347,16.69,7.441,6.251,0.84,0.009,0.007
73934,226.6336558,38.9863183,30.62,9.627,8.618,1,0.015,0.011
73941,226.64663107,36.45596449,33.91,6.983,6.413,0.62,0.004,0.003
73956,226.71273759,53.31584542,13.16,8.398,7.951,0.68,0.012,0.009
73958,226.71751764,-74.22329715,14.75,9.587,8.944,0.99,0.015,0.014
73996,226.82477948,24.86959294,50.7,5.442,4.979,0.76,0.003,0.002
74000,226.83476051,18.44194658,13.35,6.125,6.044,0.77,0.004,0.004
74001,226.83890329,10.52939605,12.7,8.791,7.753,1.19,0.025,0.018
74016,226.88775067,9.22597488,31.21,8.028,7.32,1.77,0.033,0.032
74033,226.94502406,8.87991515,15.4,8.921,8.325,1.37,0.02,0.018
74045,226.98577154,76.2003336,33.97,9.928,8.824,0.69,0.025,0.017
74049,226.99102349,-45.57913355,24.27,8.657,7.826,0.86,0.015,0.012
74059,227.02704755,-12.05127242,16.21,8.555,7.751,1.34,0.013,0.011
74067,227.052749,-7.91211503,28.29,8.699,8.065,1.04,0.016,0.014
74075,227.06424203,-59.95418144,18.55,9.581,8.853,1.4,0.019,0.017
74078,227.07486714,-50.12756178,13.34,9.009,8.55,1.14,0.016,0.016
74079,227.07523987,3.93063198,16.8,8.292,7.723,1.11,0.022,0.021
74092,227.12587332,72.36935966,21.16,8.562,7.898,0.61,0.009,0.008
74097,227.14926787,70.14679427,14.44,8.652,8.086,0.66,0.01,0.009
74118,227.21694544,19.03871605,26.65,9.35,8.363,1.16,0.017,0.013
74126,227.23189398,-5.6250932,20.18,9.724,8.929,1.25,0.029,0.022
74135,227.2445409,37.31830887,24.58,9.876,8.958,0.98,0.018,0.014
74148,227.26880802,24.0156483,29.57,10.767,9.455,1.33,0.036,0.019
74172,227.33388612,-18.01485665,14.38,9.041,8.452,1.15,0.016,0.014
74183,227.37282994,24.67595019,17.84,7.963,7.475,0.83,0.008,0.007
74211,227.47587122,38.97578253,15.95,8.861,8.217,1.23,0.013,0.012
74217,227.49529607,-49.24590912,14.17,9.494,8.764,1.07,0.02,0.017
74235,227.55706017,-16.37079353,34.14,10.043,9.115,1.36,0.029,0.022
74240,227.57884384,-79.6127957,13.58,7.884,7.426,0.65,0.007,0.006
74243,227.58516569,-49.89955324,26.92,10.607,9.485,1.47,0.051,0.032
74255,227.6345999,-50.74717456,27.97,10.31,9.354,1.41,0.033,0.024
74258,227.64286925,-38.01354886,12.91,9.636,8.998,1.2,0.018,0.016
74259,227.64639957,20.35268877,14.55,9.764,8.967,1.64,0.016,0.013
74264,227.6608768,-50.15172258,24.06,9.742,8.885,1.39,0.024,0.019
74268,227.67333825,-43.72963072,32.96,7.755,7.055,0.95,0.009,0.007
74271,227.68002354,-43.71666052,32.26,8.472,7.666,1.02,0.012,0.009
74273,227.68737266,-61.4222927,41.41,7.052,6.365,0.77,0.006,0.004
74286,227.72289624,29.22921962,16.92,7.761,7.304,0.8,0.005,0.005
74289,227.7529294,-73.86942196,14.65,9.509,8.741,0.97,0.015,0.012
74326,227.87194689,71.84075663,13.75,9.902,9.152,0.82,0.021,0.017
74330,227.88380881,-73.15266418,14.61,9.121,8.555,0.95,0.012,0.011
74341,227.90461332,24.23304748,13.65,9.676,8.935,1.2,0.015,0.013
74344,227.90941867,-64.93660181,15.69,10.818,9.956,1.96,0.035,0.026
74346,227.9112125,53.55501045,18.24,10.727,9.642,0.99,0.042,0.025
74374,227.97954896,16.63370445,22.63,10.904,9.723,1.53,0.043,0.025
74376,227.98400434,-48.73770212,17.89,3.811,3.846,1.26,0.003,0.003
74381,227.99066043,36.75465983,19.03,8.314,7.354,0.71,0.007,0.006
74384,228.00886587,39.95742089,13.27,10.32,9.439,1.2,0.026,0.02
74388,228.02732913,45.16390924,14.28,10.493,9.714,0.97,0.034,0.028
74389,228.04286252,-30.8860365,25.31,8.554,7.815,1.15,0.012,0.01
74395,228.07167982,-52.09907465,28.06,4.572,3.506,0.71,0.003,0.002
74396,228.07372891,39.65615618,32.76,9.661,8.664,0.95,0.017,0.012
74405,228.09836022,-75.25416442,19.96,10.483,9.516,1.11,0.029,0.02
74407,228.09998469,55.62709806,12.7,10.032,9.231,0.83,0.026,0.02
74417,228.12618488,-35.91881981,19.86,9.135,8.419,1.28,0.017,0.015
74423,228.14611598,-20.94720324,17.37,10.327,9.284,1.57,0.044,0.031
74432,228.18270388,19.28532629,35.14,7.487,6.716,1.91,0.007,0.007
74439,228.19132197,27.92089225,16.01,10.181,9.322,1.53,0.031,0.023
74442,228.19889053,27.92686749,14.69,9.094,8.408,1.07,0.014,0.012
74443,228.19897523,-1.16540113,24.37,10.247,9.379,1.45,0.037,0.028
74467,228.25176316,-43.14485904,16.47,10.689,9.689,1.68,0.044,0.029
74493,228.3300764,-19.64745418,14.89,6.225,6.093,0.93,0.006,0.006
74500,228.37052116,-25.30916439,38.98,7.329,6.547,0.98,0.007,0.006
74537,228.46514866,-1.35016449,57.8,7.53,6.661,0.85,0.009,0.005
74540,228.4748205,-24.37873839,13.78,8.968,7.862,1.16,0.018,0.012
74544,228.47922535,-36.87942694,13.71,9.891,9.292,1.38,0.023,0.02
74548,228.48880381,-9.4935106,18.06,8.641,8.079,1.05,0.016,0.015
74555,228.5003075,-3.79836583,36.12,11.345,10.004,1.78,0.107,0.053
74566,228.53301129,17.40991613,13.8,10.341,9.463,1.42,0.028,0.021
74568,228.53997838,-17.51462469,14.14,9.244,8.579,1.15,0.018,0.016
74593,228.61746865,-18.42848104,14.86,7.246,6.806,0.9,0.008,0.006
74596,228.62168817,29.16422593,14.4,5.356,5.287,0.65,0.002,0.002
74602,228.64305453,-45.89481281,16.53,8.631,8.04,0.96,0.014,0.013
74605,228.65834777,67.34767598,39.51,5.802,5.213,0.47,0.003,0.003
74653,228.8139827,-70.51922374,37.16,7.79,6.94,0.72,0.006,0.005
74666,228.87543241,33.31510222,27.94,4.688,3.577,0.61,0.002,0.002
74670,228.89712755,10.12656985,14.61,7.498,7.144,0.86,0.006,0.006
74672,228.89891371,23.45745165,14.82,10.601,9.744,1.58,0.037,0.027
74674,228.90954478,33.32118941,27.61,8.56,7.871,0.91,0.012,0.01
74682,228.93960032,7.59825555,28.9,12.391,10.888,2.52,0.227,0.089
74689,228.9547494,0.37210753,20.2,5.843,5.647,0.95,0.005,0.004
74690,228.96118036,50.93856795,16.52,7.535,6.562,0.58,0.006,0.004
74691,228.96974967,-36.99875479,12.77,8.362,7.891,1.22,0.015,0.012
74696,228.97358944,-48.07364079,19.32,6.214,5.988,0.76,0.004,0.004
74702,228.99609545,0.79669425,64.19,7.968,7.014,0.97,0.01,0.008
74710,229.02850233,-45.4812305,17.3,9.309,8.615,1.15,0.021,0.018
74730,229.08985803,37.06947747,28.65,7.818,7.17,0.69,0.006,0.006
74734,229.10680675,16.7946855,23.18,8.388,7.741,1.25,0.009,0.007
74757,229.18039614,25.21819812,14.17,10.926,10.136,1.75,0.045,0.035
74771,229.22113088,-8.28501626,26.34,8.918,8.126,2.35,0.022,0.018
74773,229.22442378,25.75412237,14.86,9.031,8.388,1.11,0.014,0.012
74775,229.2294913,-46.20229188,18.75,7.038,6.497,0.82,0.005,0.004
74781,229.24568158,19.64552122,14.52,9.229,8.615,1.18,0.018,0.016
74782,229.24755116,-38.44758858,21.7,7.336,6.914,0.91,0.007,0.005
